Movie_Number,Movie_Name,Crew_Name,Job,Gender
m326,do the right thing,Robi Reed,Casting,m
m326,do the right thing,Steve Rosse,Set Decoration,m
m326,do the right thing,Ruth E. Carter,Costume Design,f
m326,do the right thing,Matiki Anoff,Makeup Artist,m
m326,do the right thing,Larry M. Cherry,Hairstylist,m
m326,do the right thing,Tony Martinez,Sound Editor,m
m326,do the right thing,Steven Kirshoff,Special Effects,m
m326,do the right thing,Eddie Smith,Stunt Coordinator,m
m326,do the right thing,Andy Duppin,Stunts,m
m328,dune,Kevin Phipps,Assistant Art Director,m
m328,dune,Bob Ringwood,Costume Design,m
m328,dune,George Brand,Music Editor,m
m328,dune,Jane Jenkins,Casting,f
m328,dune,Benjamín Fernández,Art Direction,m
m328,dune,David Lynch,Screenplay,m
m328,dune,David Lynch,Director,m
m328,dune,Freddie Francis,Director of Photography,m
m328,dune,Dino De Laurentiis,Executive Producer,m
m328,dune,Toto,Original Music Composer,m
m328,dune,José López Rodero,Associate Producer,m
m328,dune,Frank Herbert,Novel,m
m328,dune,Raffaella De Laurentiis,Producer,f
m328,dune,Antony Gibbs,Editor,m
m328,dune,Anthony Masters,Production Design,m
m328,dune,Giorgio Desideri,Set Decoration,f
m328,dune,Jorge Sainz,Set Decoration,m
m328,dune,Teresa Eckton,Sound Editor,f
m328,dune,Pier Luigi Basile,Supervising Art Director,f
m328,dune,Leslie Shatz,Sound Editor,m
m328,dune,Luigi Rocchetti,Makeup Artist,m
m328,dune,Bill Varney,Sound Re-Recording Mixer,f
m328,dune,Charles L. Finance,Special Effects Coordinator,m
m328,dune,Etsuko Egawa,Makeup Effects,f
m328,dune,Steve Maslow,Sound Re-Recording Mixer,m
m328,dune,Alan Splet,Sound Designer,f
m328,dune,Peter Childs,Assistant Art Director,m
m328,dune,Donald Flick,Foley,m
m328,dune,Graham Sumner,Property Master,m
m328,dune,"""Kevin OConnell""",Sound Re-Recording Mixer,m
m328,dune,Jerry Ross,Foley,m
m328,dune,Mirella De Rossi,Hairstylist,f
m328,dune,Mario Scutti,Makeup Artist,f
m328,dune,Mara Rossi,Wigmaker,f
m328,dune,José María Alarcón,Assistant Art Director,m
m328,dune,Raul Paton Garcia,Assistant Art Director,f
m328,dune,Rafael Ablanque,Sculptor,f
m328,dune,Giulio Tamassy,Sculptor,f
m328,dune,Richard Humphreys,Stunt Coordinator,m
m328,dune,Chic Anstiss,Camera Operator,f
m328,dune,Gordon Hayman,Camera Operator,m
m328,dune,Ken Worringham,Camera Operator,m
m328,dune,George Whitear,Still Photographer,m
m328,dune,Yvonne Axeworthy,Script Supervisor,f
m328,dune,Margaret Anderson,Dialect Coach,f
m328,dune,Maria Schiavone,Gaffer,m
m329,ed wood,Tim Burton,Director,m
m329,ed wood,Rudolph Grey,Author,m
m329,ed wood,Scott Alexander,Screenplay,m
m329,ed wood,Larry Karaszewski,Screenplay,m
m329,ed wood,Tim Burton,Producer,m
m329,ed wood,Denise Di Novi,Producer,f
m329,ed wood,Michael Lehmann,Executive Producer,m
m329,ed wood,Howard Shore,Original Music Composer,m
m329,ed wood,Stefan Czapsky,Director of Photography,m
m329,ed wood,Chris Lebenzon,Editor,m
m329,ed wood,Victoria Thomas,Casting,f
m329,ed wood,Tom Duffield,Production Design,m
m329,ed wood,Okowita,Art Direction,f
m329,ed wood,Cricket Rowland,Set Decoration,m
m329,ed wood,Colleen Atwood,Costume Design,m
m329,ed wood,Ve Neill,Makeup Artist,f
m329,ed wood,Michael Flynn,Producer,f
m329,ed wood,Michael Polaire,Unit Production Manager,m
m329,ed wood,Mike Topoozian,Assistant Director,f
m329,ed wood,Howard Jensen,Special Effects Coordinator,m
m329,ed wood,Kevin Pike,Special Effects,m
m329,ed wood,John Branagan,Stunt Coordinator,m
m329,ed wood,Paul Marco,Thanks,m
m329,ed wood,Kathy Wood,Thanks,f
m329,ed wood,Bridget Cook,Hairstylist,m
m329,ed wood,Janna Stern,Script Supervisor,f
m329,ed wood,Ellen Segal,Music Editor,m
m329,ed wood,Philippe Carr-Forster,Camera Operator,m
m329,ed wood,Paul Boyington,Visual Effects Supervisor,m
m329,ed wood,John Nutt,Supervising Sound Editor,m
m329,ed wood,Joan E. Chapman,Dialogue Editor,m
m329,ed wood,Scott Levitin,Dialogue Editor,m
m329,ed wood,Patrick Dodd,Dialogue Editor,m
m329,ed wood,Yolanda Toussieng,Key Hair Stylist,f
m329,ed wood,Lucia Mace,Hairstylist,f
m329,ed wood,Carrie Angland,Makeup Artist,m
m329,ed wood,Matt Rose,Makeup Artist,f
m329,ed wood,Jim Leonard,Makeup Artist,m
m329,ed wood,Rick Baker,Makeup Designer,m
m329,ed wood,Paul J. Zydel,ADR & Dubbing,m
m329,ed wood,Bruce Winant,ADR & Dubbing,m
m329,ed wood,David Gaines,Post Production Supervisor,m
m329,ed wood,Gregory Kent Simmons,Assistant Director,m
m329,ed wood,Kent Burton,Animation,m
m329,ed wood,Nancy McArdle,Costume Supervisor,f
m329,ed wood,Michelle Skoby,Assistant Costume Designer,m
m329,ed wood,Kenn Smiley,Costume Supervisor,f
m329,ed wood,Philip Maldonado,Set Costumer,m
m329,ed wood,Liz Matthews,Location Manager,m
m329,ed wood,Hal Lary,Transportation Captain,m
m329,ed wood,Tim Abbatoye,Transportation Co-Captain,m
m329,ed wood,Anthony G. Schmidt,Stunts,m
m330,edtv,Ron Howard,Director,m
m330,edtv,Émile Gaudreault,Screenplay,m
m330,edtv,Sylvie Bouchard,Screenplay,m
m330,edtv,Lowell Ganz,Screenplay,m
m330,edtv,Babaloo Mandel,Screenplay,m
m330,edtv,Jeffrey T. Barabe,Producer,m
m330,edtv,Brian Grazer,Producer,m
m330,edtv,Ron Howard,Producer,m
m330,edtv,Randy Edelman,Original Music Composer,m
m330,edtv,John Schwartzman,Director of Photography,m
m330,edtv,Daniel P. Hanley,Editor,m
m330,edtv,Mike Hill,Editor,m
m331,election,Lisa Beach,Casting,f
m331,election,Jim Taylor,Screenplay,m
m331,election,Albert Berger,Producer,m
m331,election,Ron Yerxa,Producer,m
m331,election,Alexander Payne,Screenplay,f
m331,election,Alexander Payne,Director,f
m331,election,T.K. Kirkpatrick,Art Direction,m
m331,election,Rolfe Kent,Music,m
m331,election,James Glennon,Director of Photography,m
m331,election,Kevin Tent,Editor,m
m331,election,Jane Ann Stewart,Production Design,f
m331,election,Wendy Chuck,Costume Design,f
m331,election,Van Toffler,Executive Producer,m
m331,election,Keith Samples,Producer,m
m331,election,Renee Davenport,Set Decoration,m
m331,election,Rikke Rosbaek,Costume Supervisor,m
m331,election,James Ryder,Makeup Department Head,m
m331,election,David Gale,Producer,m
m332,l.a. confidential,Curtis Hanson,Screenplay,m
m332,l.a. confidential,Curtis Hanson,Director,m
m332,l.a. confidential,Curtis Hanson,Producer,m
m332,l.a. confidential,Arnon Milchan,Producer,m
m332,l.a. confidential,Mali Finn,Casting,f
m332,l.a. confidential,Jerry Goldsmith,Original Music Composer,m
m332,l.a. confidential,David L. Wolper,Executive Producer,m
m332,l.a. confidential,Richard Stutsman,Special Effects Coordinator,m
m332,l.a. confidential,Jay Hart,Set Decoration,m
m332,l.a. confidential,Brian Helgeland,Screenplay,m
m332,l.a. confidential,Brian Helgeland,Co-Producer,m
m332,l.a. confidential,Bob Beher,Foley Editor,m
m332,l.a. confidential,Peter Honess,Editor,m
m332,l.a. confidential,Randy Berrett,Grip,f
m332,l.a. confidential,Jeannine Oppewall,Production Design,m
m332,l.a. confidential,Dan Kolsrud,Executive Producer,m
m332,l.a. confidential,Kenneth Hall,Music Editor,m
m332,l.a. confidential,Dante Spinotti,Director of Photography,m
m332,l.a. confidential,James Ellroy,Novel,m
m332,l.a. confidential,Michael G. Nathanson,Producer,m
m332,l.a. confidential,Ruth Myers,Costume Design,f
m332,l.a. confidential,William Arnold,Art Direction,m
m332,l.a. confidential,James Muro,Steadicam Operator,m
m332,l.a. confidential,Emily Schweber,Casting Associate,f
m332,l.a. confidential,Mildred Iatrou,Dialogue Editor,m
m332,l.a. confidential,Beth Jochem Besterveld,First Assistant Editor,f
m332,l.a. confidential,John Panzarella,Location Manager,m
m332,l.a. confidential,Rick Avery,Stunts,m
m332,l.a. confidential,Lance Anderson,Makeup Artist,m
m332,l.a. confidential,Arthur Morton,Orchestrator,m
m332,l.a. confidential,Jeff Imada,Stunt Coordinator,m
m332,l.a. confidential,Barbara Harris,Casting,m
m332,l.a. confidential,Bob Herron,Stunts,m
m332,l.a. confidential,Merrick Morton,Still Photographer,m
m332,l.a. confidential,Eric Rylander,Special Effects Coordinator,m
m332,l.a. confidential,Lisa Lovaas,Costume Supervisor,f
m332,l.a. confidential,Michael Trent,Assistant Editor,m
m332,l.a. confidential,Pablo Ferro,Title Graphics,m
m332,l.a. confidential,Steven B. Melton,Property Master,m
m332,l.a. confidential,Marsha Bozeman,Set Costumer,f
m332,l.a. confidential,Sharron Reynolds,Script Supervisor,f
m332,l.a. confidential,Duane Manwiller,First Assistant Camera,m
m332,l.a. confidential,Peter Donen,Visual Effects Supervisor,m
m332,l.a. confidential,Terry Rodman,Sound Designer,f
m332,l.a. confidential,Gary Jay,Camera Operator,m
m332,l.a. confidential,Peter Sorel,Still Photographer,m
m332,l.a. confidential,"""Thom Coach Ehle""",Dolby Consultant,m
m332,l.a. confidential,John Leveque,Supervising Sound Effects Editor,m
m332,l.a. confidential,Travis Baumann,Visual Effects,f
m332,l.a. confidential,Janis Clark,Key Hair Stylist,m
m332,l.a. confidential,Jessica Drake,Dialect Coach,m
m332,l.a. confidential,Dave DeGaetano,Construction Coordinator,m
m332,l.a. confidential,Connie Papineau,Script Supervisor,m
m332,l.a. confidential,Kirk Francis,Production Sound Mixer,f
m332,l.a. confidential,James W. Apted,Loader,m
m332,l.a. confidential,Anthony G. Schmidt,Stunts,m
m332,l.a. confidential,L. Dean Jones Jr.,Unit Production Manager,m
m332,l.a. confidential,Fred Fein,Stand In,m
m332,l.a. confidential,David Orr,Color Timer,m
m332,l.a. confidential,Scott M. Robinson,Key Grip,m
m332,l.a. confidential,Jim Duggan,Rigging Grip,m
m332,l.a. confidential,David Guilbeau,Craft Service,m
m332,l.a. confidential,Thell Reed,Armorer,m
m332,l.a. confidential,Joe Divitale,Sound Effects Editor,m
m332,l.a. confidential,Corwin A. Bibb,Electrician,m
m332,l.a. confidential,Rick Broderman,Painter,m
m332,l.a. confidential,Bruce Botnick,Scoring Mixer,m
m332,l.a. confidential,Kenneth Hunter,Location Manager,m
m332,l.a. confidential,Mychal Smith,Boom Operator,m
m332,l.a. confidential,Kim Bodner,Production Accountant,f
m332,l.a. confidential,Steven Gerrior,Assistant Sound Editor,m
m332,l.a. confidential,Robert Lamkin,Chef,m
m332,l.a. confidential,Keith Dillin,Transportation Coordinator,f
m332,l.a. confidential,Gary Damian Thomas,Storyboard,m
m332,l.a. confidential,Louisa Bonnie,Set Designer,f
m332,l.a. confidential,Javier Carrillo,Construction Foreman,m
m332,l.a. confidential,John Hinkle,Standby Painter,f
m332,l.a. confidential,Moira Gill,Art Department Coordinator,m
m332,l.a. confidential,Chuck Brooks,Greensman,m
m332,l.a. confidential,Peter Savic,Hairstylist,m
m332,l.a. confidential,Bella Noubarian,Seamstress,m
m332,l.a. confidential,Jim C. Johnson,Set Dressing Artist,m
m332,l.a. confidential,Eric Yount,Carpenter,m
m332,l.a. confidential,Dave Amberik,Driver,m
m332,l.a. confidential,Bonnie Daniels,Production Controller,m
m332,l.a. confidential,Carolyn Hagan,Production Office Coordinator,f
m332,l.a. confidential,John Cales,Propmaker,m
m332,l.a. confidential,John Baumhauer,Set Production Assistant,m
m332,l.a. confidential,Pete Bianco,Transportation Captain,m
m332,l.a. confidential,John Bush,Transportation Co-Captain,m
m332,l.a. confidential,Michael Battaglia,Unit Publicist,f
m332,l.a. confidential,Dion Mitchell,Utility Stunts,m
m332,l.a. confidential,Mark Burnett,Video Assist Operator,f
m332,l.a. confidential,Linda Montanti,First Assistant Director,f
m332,l.a. confidential,Warren Smith,Production Supervisor,m
m333,enemy of the state,Jerry Bruckheimer,Producer,m
m333,enemy of the state,Chad Oman,Executive Producer,m
m333,enemy of the state,Chris Lebenzon,Editor,m
m333,enemy of the state,Victoria Thomas,Casting,f
m333,enemy of the state,James J. Murakami,Art Direction,m
m333,enemy of the state,Trevor Rabin,Original Music Composer,m
m333,enemy of the state,Tony Scott,Director,m
m333,enemy of the state,Donald B. Woodruff,Art Direction,m
m333,enemy of the state,Marlene Stewart,Costume Design,f
m333,enemy of the state,James W. Skotchdopole,Executive Producer,m
m333,enemy of the state,Benjamín Fernández,Production Design,m
m333,enemy of the state,Harry Gregson-Williams,Original Music Composer,m
m333,enemy of the state,Garrett Lewis,Set Decoration,m
m333,enemy of the state,Daniel Mindel,Director of Photography,m
m333,enemy of the state,David Marconi,Writer,m
m333,enemy of the state,Andrew Z. Davis,Executive Producer,m
m333,enemy of the state,Jennifer A. Davis,Art Direction,m
m333,enemy of the state,Paul A. Edwards,Camera Operator,m
m336,erin brockovich,Thomas Newman,Original Music Composer,m
m336,erin brockovich,Danny DeVito,Producer,m
m336,erin brockovich,Steven Soderbergh,Director,m
m336,erin brockovich,Philip Messina,Production Design,m
m336,erin brockovich,Michael Shamberg,Producer,m
m336,erin brockovich,Stacey Sher,Producer,f
m336,erin brockovich,Susannah Grant,Writer,f
m336,erin brockovich,John Hardy,Executive Producer,m
m336,erin brockovich,Gail Lyon,Co-Producer,f
m336,erin brockovich,Carla Santos Shamberg,Executive Producer,f
m336,erin brockovich,Edward Lachman,Director of Photography,m
m336,erin brockovich,Anne V. Coates,Editor,f
m336,erin brockovich,Margery Simkin,Casting,f
m336,erin brockovich,Jeffrey Kurland,Costume Design,m
m336,erin brockovich,Christa Munro,Art Direction,f
m336,erin brockovich,Bill Bernstein,Music Editor,m
m336,erin brockovich,Randy Berrett,Rigging Grip,f
m336,erin brockovich,Robb Sullivan,First Assistant Editor,m
m336,erin brockovich,Keith P. Cunningham,Assistant Art Director,m
m336,erin brockovich,Kristen Toscano Messina,Set Decoration,f
m336,erin brockovich,Carmen Cuba,Casting Associate,f
m336,erin brockovich,Dawn Lunsford,Foley,f
m336,erin brockovich,Alicia Stevenson,Foley,f
m336,erin brockovich,Richard Boris,Greensman,m
m336,erin brockovich,Joseph F. Brennan,Boom Operator,m
m336,erin brockovich,Gregory Jacobs,Assistant Director,m
m336,erin brockovich,Carla Meyer,Dialect Coach,f
m336,erin brockovich,John Robotham,Stunt Coordinator,m
m336,erin brockovich,Michael Keller,Sound Re-Recording Mixer,m
m336,erin brockovich,Richard Dean,Makeup Artist,f
m336,erin brockovich,Eric Flickinger,Sound Recordist,m
m336,erin brockovich,Chris Lombardi,Camera Operator,m
m336,erin brockovich,Shoshana Rubin,Set Costumer,m
m336,erin brockovich,Frederic W. Brost,Unit Production Manager,m
m336,erin brockovich,Mark Kenna,Dolby Consultant,f
m336,erin brockovich,Elaine Ramires,Costume Supervisor,m
m336,erin brockovich,Kevin Hannigan,Special Effects,m
m336,erin brockovich,Shane Greedy,Transportation Captain,f
m336,erin brockovich,Larry Blake,Supervising Sound Editor,f
m336,erin brockovich,Larry Blake,Sound Re-Recording Mixer,f
m336,erin brockovich,Chris Snyder,Construction Coordinator,m
m336,erin brockovich,Corey Bronson,Set Costumer,m
m336,erin brockovich,Jason Bedig,Leadman,m
m336,erin brockovich,Patricia Klawonn,Set Designer,f
m336,erin brockovich,Jon Carpenter,Transportation Coordinator,f
m336,erin brockovich,Annie Welles,Script Supervisor,f
m336,erin brockovich,Masako Masuda,Set Designer,f
m336,erin brockovich,Bob Marshak,Still Photographer,m
m336,erin brockovich,Thomas J. Smith,Visual Effects Supervisor,m
m336,erin brockovich,Rich Bennetti,Transportation Co-Captain,m
m336,erin brockovich,Aaron Glascock,Dialogue Editor,m
m336,erin brockovich,Barry Idoine,First Assistant Camera,f
m336,erin brockovich,Robin Le Chanu,Production Coordinator,m
m336,erin brockovich,Spooky Stevens,Unit Publicist,f
m336,erin brockovich,James Morioka,Assistant Sound Editor,f
m336,erin brockovich,Dennis S. Sands,Scoring Mixer,m
m336,erin brockovich,Bonnie Clevering,Hair Designer,m
m336,erin brockovich,Ken Lavet,Location Manager,m
m336,erin brockovich,Deborah Mills-Whitlock,Hair Department Head,f
m336,erin brockovich,Keri Bruno,Set Production Assistant,f
m336,erin brockovich,Amanda Scheer-Demme,Music Supervisor,f
m336,erin brockovich,Carole Cowley,Visual Effects Producer,m
m336,erin brockovich,Thomas Causey,Production Sound Mixer,m
m336,erin brockovich,John Bullard,Propmaker,m
m336,erin brockovich,Emily Wyss,Set Costumer,f
m336,erin brockovich,Blair Huizingh,Art Department Coordinator,f
m336,erin brockovich,Fran Vega-Buck,Set Costumer,m
m336,erin brockovich,Thomas Pasatieri,Orchestrator,m
m336,erin brockovich,Peter Bankins,Property Master,m
m336,erin brockovich,Richard Hartley,Rigging Gaffer,m
m336,erin brockovich,Michelle Weiss,Hairstylist,m
m336,erin brockovich,Thomas S. Dickson,Projection,m
m336,erin brockovich,Joseph Keideth,Security,f
m336,erin brockovich,Antoine Mascaro,Chef,m
m336,erin brockovich,Caitlin Maloney,Post Production Supervisor,f
m336,erin brockovich,Dana Ross,Color Timer,m
m336,erin brockovich,Charles John Bukey,Grip,m
m336,erin brockovich,Bernard Gough,Hairstylist,m
m336,erin brockovich,Anthony Wilson,Hairstylist,m
m336,erin brockovich,Monica de Armond,Post Production Assistant,m
m336,erin brockovich,Steven Kissick,Carpenter,m
m336,erin brockovich,Stacy De La Motte,Loader,f
m336,erin brockovich,Loren Bess,Driver,m
m336,erin brockovich,Russell Caldwell,Gaffer,m
m336,erin brockovich,Sarah Bullion,Art Department Assistant,m
m336,erin brockovich,Scott Shordon,Painter,m
m336,erin brockovich,"""Francis N. Lucky Costello""",Standby Painter,m
m336,erin brockovich,Dale E. Anderson,Set Dressing Artist,m
m336,erin brockovich,Charles Drake,Craft Service,m
m336,erin brockovich,Taina Mirach,Production Intern,m
m336,erin brockovich,Harold Fowler,Set Medic,m
m336,erin brockovich,Marc C. Geschwind,Stand In,m
m336,erin brockovich,Frank Endewardt,Best Boy Electric,m
m336,erin brockovich,Gary M. Lang,Electrician,m
m336,erin brockovich,Ricki L. Stein,Production Accountant,m
m336,erin brockovich,James C. Taylor,Production Supervisor,m
m336,erin brockovich,Mark Tait Lewis,Digital Compositors,m
m336,erin brockovich,Thomas John McGowan,Studio Teachers,m
m338,escape from the planet of the apes,Don Taylor,Director,m
m338,escape from the planet of the apes,Paul Dehn,Screenplay,m
m338,escape from the planet of the apes,Marion Rothman,Editor,f
m338,escape from the planet of the apes,Howard A. Anderson III,Special Effects Coordinator,f
m338,escape from the planet of the apes,Jack Martin Smith,Art Direction,m
m338,escape from the planet of the apes,William J. Creber,Art Direction,m
m338,escape from the planet of the apes,Jerry Goldsmith,Original Music Composer,m
m338,escape from the planet of the apes,Joseph F. Biroc,Director of Photography,m
m338,escape from the planet of the apes,Pierre Boulle,Characters,m
m338,escape from the planet of the apes,Stuart A. Reiss,Art Direction,m
m338,escape from the planet of the apes,Walter M. Scott,Art Direction,m
m338,escape from the planet of the apes,Arthur P. Jacobs,Producer,m
m338,escape from the planet of the apes,Dean Vernon,Sound,m
m338,escape from the planet of the apes,Theodore Soderberg,Sound,m
m339,escape from l.a.,John Carpenter,Director,m
m339,escape from l.a.,John Carpenter,Screenplay,m
m339,escape from l.a.,Debra Hill,Producer,f
m339,escape from l.a.,Debra Hill,Screenplay,f
m339,escape from l.a.,Gary B. Kibbe,Director of Photography,m
m339,escape from l.a.,Edward A. Warschilka,Editor,m
m339,escape from l.a.,Kurt Russell,Screenplay,m
m339,escape from l.a.,John Carpenter,Characters,m
m339,escape from l.a.,Nick Castle,Characters,m
m339,escape from l.a.,Kurt Russell,Producer,m
m339,escape from l.a.,John Carpenter,Original Music Composer,m
m339,escape from l.a.,Shirley Walker,Original Music Composer,f
m339,escape from l.a.,Carrie Frazier,Casting,f
m339,escape from l.a.,Lawrence G. Paull,Production Design,m
m339,escape from l.a.,Richard F. Mays,Set Designer,m
m339,escape from l.a.,Bruce Crone,Art Direction,m
m339,escape from l.a.,Kathe Klopp,Set Decoration,f
m339,escape from l.a.,Robin Michel Bush,Costume Design,m
m339,escape from l.a.,Susan Mills,Hairstylist,m
m339,escape from l.a.,Marvin G. Westmore,Makeup Artist,f
m339,escape from l.a.,Joseph Yuss Simon,Makeup Artist,m
m339,escape from l.a.,Dennis Liddiard,Makeup Artist,m
m339,escape from l.a.,Carol Kiefer,Art Department Coordinator,m
m339,escape from l.a.,Bill Hiney,Assistant Art Director,f
m339,escape from l.a.,Bill MacSems,Property Master,m
m339,escape from l.a.,John Hoskins,Construction Coordinator,m
m339,escape from l.a.,Jordu Schell,Sculptor,m
m339,escape from l.a.,Jim McPherson,Sculptor,m
m339,escape from l.a.,Nathan Crowley,Set Designer,m
m339,escape from l.a.,Christopher S. Nushawg,Set Designer,m
m339,escape from l.a.,Patrick M. Sullivan Jr.,Set Designer,m
m339,escape from l.a.,Darrell L. Wight,Set Designer,m
m339,escape from l.a.,Erik Stabenau,Stunts,m
m343,face/off,Barrie M. Osborne,Producer,m
m343,face/off,Steven Reuther,Executive Producer,m
m343,face/off,Michael Douglas,Executive Producer,m
m343,face/off,Ellen Mirojnick,Costume Design,f
m343,face/off,Christian Wagner,Editor,m
m343,face/off,Mindy Marin,Casting,f
m343,face/off,Neil Spisak,Production Design,m
m343,face/off,John Woo,Director,m
m343,face/off,Mike Werb,Writer,m
m343,face/off,Mike Werb,Co-Producer,m
m343,face/off,Michael Colleary,Writer,m
m343,face/off,Michael Colleary,Co-Producer,m
m343,face/off,Terence Chang,Producer,f
m343,face/off,David Permut,Producer,m
m343,face/off,Jeff Levine,Associate Producer,m
m343,face/off,John Powell,Original Music Composer,m
m343,face/off,Oliver Wood,Director of Photography,m
m343,face/off,Steven Kemper,Editor,m
m343,face/off,Steve Arnold,Art Direction,m
m343,face/off,Garrett Lewis,Set Decoration,m
m343,face/off,Marty P. Ewing,Unit Production Manager,m
m343,face/off,Dino Dimuro,Sound Effects Editor,m
m343,face/off,Tony Lamberti,Sound Effects Editor,f
m343,face/off,Jonathan D. Krane,Executive Producer,m
m343,face/off,Christopher Assells,Sound Effects Editor,m
m343,face/off,Per Hallberg,Supervising Sound Editor,m
m343,face/off,Bryan Bowen,Sound Effects Editor,f
m343,face/off,Mark P. Stoeckinger,Supervising Sound Editor,f
m343,face/off,Brian Smrz,Stunt Coordinator,m
m343,face/off,Christopher Godsick,Producer,m
m343,face/off,Jeff Clark,Dialogue Editor,m
m343,face/off,Gail Clark Burch,Dialogue Editor,m
m343,face/off,David Williams,Dialogue Editor,m
m343,face/off,Andy Nelson,Sound Re-Recording Mixer,m
m343,face/off,Carin Rogers,Dialogue Editor,m
m343,face/off,Susan Kurtz,Sound Editor,m
m343,face/off,Susan Kurtz,Dialogue Editor,m
m343,face/off,Stephen Vaughan,Still Photographer,m
m343,face/off,William D. Barber,Camera Operator,m
m343,face/off,Anna Behlmer,Sound Re-Recording Mixer,f
m343,face/off,Michael A. Reagan,Sound Effects Editor,m
m343,face/off,Chris Hogan,Sound Effects Editor,m
m343,face/off,Scott Wolf,Sound Effects Editor,m
m343,face/off,Richard Corwin,Dialogue Editor,m
m343,face/off,Peter Jensen,Camera Operator,m
m343,face/off,Tom Lalley,Sound Re-Recording Mixer,m
m343,face/off,Cate Hardman,Script Supervisor,f
m343,face/off,Kelly Oxford,Sound Effects Editor,m
m343,face/off,David M. Ronne,Production Sound Mixer,f
m343,face/off,Peter J. Lehman,Sound Effects Editor,m
m343,face/off,Rick Morris,Sound Effects Editor,m
m343,face/off,Tom Perry,Sound Re-Recording Mixer,m
m343,face/off,Karen Shaw,Production Coordinator,m
m343,face/off,Sally Boldt,Music Editor,m
m346,fantastic voyage,Leonard Rosenman,Original Music Composer,m
m346,fantastic voyage,Richard Fleischer,Director,m
m346,fantastic voyage,Jack Martin Smith,Art Direction,m
m346,fantastic voyage,Ernest Laszlo,Director of Photography,m
m346,fantastic voyage,Walter M. Scott,Set Decoration,m
m346,fantastic voyage,Stuart A. Reiss,Set Decoration,m
m346,fantastic voyage,Harry Kleiner,Screenplay,m
m346,fantastic voyage,Dale Hennesy,Art Direction,m
m346,fantastic voyage,David Duncan,Adaptation,m
m346,fantastic voyage,Jerome Bixby,Story,m
m346,fantastic voyage,Saul David,Producer,m
m346,fantastic voyage,William B. Murphy,Editor,m
m346,fantastic voyage,Ben Nye,Makeup Artist,f
m346,fantastic voyage,Margaret Donovan,Hairstylist,f
m346,fantastic voyage,Eric Stacey,Unit Production Manager,f
m346,fantastic voyage,Otto Klement,Story,m
m347,fargo,Roger Deakins,Director of Photography,m
m347,fargo,Rick Heinrichs,Production Design,m
m347,fargo,Joel Coen,Screenplay,f
m347,fargo,Joel Coen,Director,f
m347,fargo,Joel Coen,Editor,f
m347,fargo,Ethan Coen,Screenplay,m
m347,fargo,Ethan Coen,Producer,m
m347,fargo,Carter Burwell,Original Music Composer,m
m347,fargo,John S. Lyons,Casting,m
m347,fargo,Mary Zophres,Costume Design,f
m347,fargo,Thomas P. Wilkins,Art Direction,m
m347,fargo,Lauri Gaffin,Set Decoration,f
m348,fight club,Arnon Milchan,Executive Producer,m
m348,fight club,Michael Kaplan,Costume Design,m
m348,fight club,Art Linson,Producer,m
m348,fight club,Alex McDowell,Production Design,m
m348,fight club,Jay Hart,Set Decoration,m
m348,fight club,Carlos Saldanha,Animation Supervisor,m
m348,fight club,David Fincher,Director,m
m348,fight club,Steve Boeddeker,Sound Effects Editor,m
m348,fight club,Chuck Palahniuk,Novel,m
m348,fight club,Jim Uhls,Screenplay,m
m348,fight club,Ross Grayson Bell,Producer,m
m348,fight club,Ceán Chaffin,Producer,m
m348,fight club,John King,Original Music Composer,m
m348,fight club,Michael Simpson,Original Music Composer,m
m348,fight club,Jeff Cronenweth,Director of Photography,m
m348,fight club,James Haygood,Editor,m
m348,fight club,Laray Mayfield,Casting,f
m348,fight club,Ren Klyce,Sound Designer,f
m348,fight club,Ren Klyce,Sound Editor,f
m348,fight club,Richard Hymns,Sound Editor,m
m348,fight club,Helen Pollak,Unit Production Manager,f
m348,fight club,Richard Cetrone,Utility Stunts,m
m348,fight club,Chris Gorak,Art Direction,m
m348,fight club,Julie M. Anderson,Production Supervisor,f
m348,fight club,Conrad W. Hall,Camera Operator,m
m348,fight club,Claudio Miranda,Gaffer,m
m348,fight club,Seth Reed,Assistant Art Director,m
m348,fight club,P. Scott Bailey,Leadman,f
m348,fight club,Jeff Imada,Stunts,m
m348,fight club,Michael Matzdorff,First Assistant Editor,m
m348,fight club,Johann Benét,Thanks,m
m348,fight club,Dianne Chadwick,Art Department Assistant,m
m348,fight club,Don Coufal,Boom Operator,m
m348,fight club,Dennis Berardi,Visual Effects Supervisor,m
m348,fight club,Merrick Morton,Still Photographer,m
m348,fight club,P.J. Hanke,Additional Music,m
m348,fight club,Jean Ann Black,Makeup Artist,m
m348,fight club,Elinor Bardach,Costume Supervisor,m
m348,fight club,Wendy M. Craig,Set Costumer,m
m348,fight club,Jeff Passanante,Construction Coordinator,m
m348,fight club,Hilda Hodges,Foley,m
m348,fight club,Cliff Wenger,Special Effects Coordinator,f
m348,fight club,Nicholas Brooks,Digital Compositors,m
m348,fight club,Brandon Proctor,Mix Technician,m
m348,fight club,Richard K. Buoen,Production Illustrator,m
m348,fight club,Gwendolyn Yates Whittle,ADR Supervisor,f
m348,fight club,Francie Brown,Dialect Coach,m
m348,fight club,Richard Quinn,Dialogue Editor,f
m348,fight club,Luis G. Hoyos,Set Designer,m
m348,fight club,Kenneth Garrett,Sculptor,m
